"status";"general_jedi_encarregado";"estatura_cm";"massa_em_kilos"
"Apto";"Obi-Wan Kenobi";181,05;83,59
"Defeituoso";"Yoda";180,28;83,26
"Apto";"Mace Windu";181,05;83,63
"Apto";"Yoda";180,62;83,27
"Apto";"Mace Windu";180,43;84,47
"Apto";"Obi-Wan Kenobi";180,53;84,27
"Apto";"Obi-Wan Kenobi";180,72;83,58
"Apto";"Obi-Wan Kenobi";180,13;84,16
"Apto";"Shaak Ti";180,27;84,18
"Apto";"Shaak Ti";181,03;83,77
"Apto";"Yoda";180,31;83,44
"Apto";"Yoda";180,41;83,73
"Apto";"Obi-Wan Kenobi";180,25;83,25
"Apto";"Obi-Wan Kenobi";180,17;83,54
"Apto";"Obi-Wan Kenobi";180,23;83,5
"Apto";"Mace Windu";180,02;83,98
"Apto";"Shaak Ti";180,83;84,17
"Apto";"Obi-Wan Kenobi";180,06;84,25
"Defeituoso";"Yoda";180,32;83,18
"Apto";"Aayla Secura";180,45;83,64
"Apto";"Mace Windu";180,69;83,19
"Defeituoso";"Shaak Ti";180,55;83,2
"Apto";"Shaak Ti";181,03;83,33
"Apto";"Yoda";180,68;84,28
"Apto";"Yoda";180,02;84,49
"Apto";"Shaak Ti";180,19;83,2
"Apto";"Shaak Ti";180,57;83,04
"Apto";"Obi-Wan Kenobi";180,7;83,8
"Apto";"Aayla Secura";180,26;83,12
"Apto";"Obi-Wan Kenobi";180,51;83,99
"Apto";"Obi-Wan Kenobi";180,24;84,43
"Apto";"Shaak Ti";180,28;84,39
"Apto";"Mace Windu";180,07;83,62
"Apto";"Shaak Ti";180,73;83,37
"Apto";"Shaak Ti";180,07;83,17
"Apto";"Yoda";180,83;84,42
"Apto";"Mace Windu";180,88;84,1
"Apto";"Obi-Wan Kenobi";180,69;83,25
"Apto";"Mace Windu";180,29;84,07
"Apto";"Aayla Secura";180,03;84,4
"Defeituoso";"Yoda";180,46;83,22
"Apto";"Shaak Ti";180,75;84,11
"Apto";"Obi-Wan Kenobi";180,88;83,54
"Apto";"Obi-Wan Kenobi";180,28;83,42
"Apto";"Shaak Ti";181,12;83,79
"Apto";"Mace Windu";180,29;83,77
"Apto";"Yoda";180,19;84,41
"Apto";"Shaak Ti";180,5;83,65
"Apto";"Aayla Secura";180,95;84,08
"Apto";"Obi-Wan Kenobi";181,12;84,23
"Apto";"Obi-Wan Kenobi";180,98;84,13
"Apto";"Shaak Ti";180,08;83,9
"Apto";"Obi-Wan Kenobi";180,64;83,44
"Apto";"Mace Windu";180,17;84,39
"Apto";"Shaak Ti";181,07;83,02
"Apto";"Yoda";180,68;84,43
"Apto";"Obi-Wan Kenobi";180,85;83,65
"Apto";"Aayla Secura";180,48;83,84
"Apto";"Aayla Secura";180,64;83,27
"Apto";"Shaak Ti";180,6;84,23
"Apto";"Mace Windu";180,05;83,5
"Apto";"Mace Windu";180,07;83,03
"Apto";"Shaak Ti";180,48;84,25
"Apto";"Aayla Secura";181,02;83,35
"Apto";"Yoda";180,35;83,84
"Apto";"Yoda";180,62;83,41
"Apto";"Shaak Ti";180,76;84,26
"Apto";"Mace Windu";180,62;84,28
"Apto";"Mace Windu";180,25;83,47
"Apto";"Obi-Wan Kenobi";180,41;83,3
"Apto";"Shaak Ti";180,69;83,91
"Apto";"Shaak Ti";180,3;84,49
"Apto";"Obi-Wan Kenobi";180,57;83,15
"Apto";"Aayla Secura";180,99;83,38
"Apto";"Yoda";180,05;84
"Apto";"Aayla Secura";180,2;83,1
"Apto";"Shaak Ti";180,39;83,55
"Apto";"Yoda";180,63;83,07
"Apto";"Aayla Secura";180,63;83,68
"Apto";"Obi-Wan Kenobi";181,01;83,93
"Apto";"Shaak Ti";180,09;83,21
"Apto";"Shaak Ti";180,25;83,29
"Apto";"Obi-Wan Kenobi";180,35;83,19
"Apto";"Yoda";180,37;84,01
"Apto";"Obi-Wan Kenobi";180,44;84,39
"Apto";"Obi-Wan Kenobi";180,58;83,41
"Defeituoso";"Shaak Ti";180,39;83,01
"Apto";"Obi-Wan Kenobi";180,35;84,34
"Apto";"Yoda";180,92;83,25
"Apto";"Mace Windu";180,74;83,36
"Apto";"Yoda";180,25;83,51
"Apto";"Shaak Ti";180,4;83,67
"Apto";"Shaak Ti";180,59;83,6
"Apto";"Obi-Wan Kenobi";181,19;83,66
"Apto";"Yoda";181,15;84,23
"Apto";"Aayla Secura";180,96;84,39
"Defeituoso";"Yoda";180,39;83,39
"Apto";"Obi-Wan Kenobi";180,63;84,46
"Apto";"Obi-Wan Kenobi";181,1;84,04
"Apto";"Obi-Wan Kenobi";180,91;83,98
"Apto";"Shaak Ti";181,06;84,11
"Apto";"Aayla Secura";180,56;84,03
"Apto";"Yoda";181,18;84,4
"Apto";"Aayla Secura";180,81;83,14
"Apto";"Obi-Wan Kenobi";180,44;83,92
"Apto";"Obi-Wan Kenobi";180,99;83,82
"Apto";"Aayla Secura";180,44;84,14
"Apto";"Yoda";180,16;83,23
"Apto";"Shaak Ti";180,6;83,48
"Apto";"Mace Windu";181,09;83,14
"Apto";"Aayla Secura";180,23;84,17
"Defeituoso";"Shaak Ti";180,36;83,13
"Apto";"Yoda";180,63;83,96
"Apto";"Obi-Wan Kenobi";180,76;83,61
"Apto";"Shaak Ti";180,17;83,63
"Apto";"Shaak Ti";180,28;84,48
"Defeituoso";"Shaak Ti";180,48;83,25
"Apto";"Mace Windu";181,18;83,49
"Apto";"Aayla Secura";180,64;83,9
"Apto";"Mace Windu";180,1;84,32
"Apto";"Yoda";180,34;84,24
"Apto";"Mace Windu";180,59;83,51
"Apto";"Obi-Wan Kenobi";180,86;83,41
"Apto";"Mace Windu";180,7;83,87
"Apto";"Obi-Wan Kenobi";180,14;83,55
"Apto";"Yoda";181,16;83,45
"Apto";"Obi-Wan Kenobi";180,45;83,18
"Apto";"Obi-Wan Kenobi";180,96;84,46
"Apto";"Mace Windu";180,59;83,15
"Apto";"Obi-Wan Kenobi";180,11;83,14
"Apto";"Obi-Wan Kenobi";180,69;84,25
"Apto";"Obi-Wan Kenobi";180,95;84,16
"Apto";"Yoda";180,55;83,06
"Apto";"Yoda";180,15;83,24
"Apto";"Yoda";180,48;83,71
"Apto";"Obi-Wan Kenobi";180,1;84,03
"Defeituoso";"Shaak Ti";180,28;83,31
"Defeituoso";"Shaak Ti";180,4;83,07
"Apto";"Yoda";181,05;83,79
"Apto";"Mace Windu";180,59;84,06
"Apto";"Aayla Secura";180,73;83,23
"Apto";"Shaak Ti";180,39;83,57
"Apto";"Mace Windu";180,89;84,4
"Apto";"Obi-Wan Kenobi";180,08;84,02
"Apto";"Mace Windu";180,67;84,1
"Apto";"Mace Windu";180,47;83,47
"Apto";"Obi-Wan Kenobi";180,24;84,2
"Apto";"Mace Windu";180,17;83,25
"Apto";"Aayla Secura";180,69;83,2
"Apto";"Mace Windu";180,02;83,79
"Apto";"Aayla Secura";180,3;84,38
"Apto";"Shaak Ti";180,68;83,95
"Apto";"Shaak Ti";180,76;83,43
"Apto";"Aayla Secura";180,14;84,04
"Defeituoso";"Yoda";180,44;83,07
"Apto";"Mace Windu";181,14;83,02
"Apto";"Yoda";180,03;84,42
"Apto";"Yoda";180,88;84,34
"Apto";"Obi-Wan Kenobi";180,43;84,07
"Apto";"Obi-Wan Kenobi";180,73;83,1
"Apto";"Shaak Ti";180,91;83,06
"Apto";"Mace Windu";180,71;83,98
"Apto";"Aayla Secura";180,46;84,09
"Apto";"Yoda";180,83;83,55
"Apto";"Mace Windu";180,81;83,72
"Apto";"Shaak Ti";180,36;84,19
"Apto";"Shaak Ti";180,84;83,5
"Defeituoso";"Yoda";180,4;83,06
"Apto";"Mace Windu";180,62;83,93
"Apto";"Aayla Secura";180,69;83,3
"Apto";"Aayla Secura";180,14;83,24
"Defeituoso";"Shaak Ti";180,36;83,14
"Apto";"Obi-Wan Kenobi";180,67;84,27
"Apto";"Shaak Ti";180,47;83,53
"Apto";"Obi-Wan Kenobi";181,13;84,26
"Apto";"Obi-Wan Kenobi";180,99;84,36
"Apto";"Yoda";180,65;83,68
"Apto";"Shaak Ti";180,55;84,2
"Apto";"Aayla Secura";180,99;83,69
"Apto";"Obi-Wan Kenobi";180,83;84,2
"Apto";"Mace Windu";180,42;84,36
"Apto";"Obi-Wan Kenobi";180,61;83,04
"Apto";"Mace Windu";180,62;84,1
"Apto";"Obi-Wan Kenobi";180,59;84,44
"Apto";"Mace Windu";180,71;84,29
"Apto";"Mace Windu";181,13;84,34
"Apto";"Mace Windu";180,03;84,34
"Apto";"Obi-Wan Kenobi";180,46;83,71
"Apto";"Aayla Secura";180,58;83,27
"Apto";"Aayla Secura";180,8;83,34
"Apto";"Yoda";180,12;84,08
"Apto";"Shaak Ti";180,87;84,15
"Apto";"Yoda";180,17;83,15
"Apto";"Shaak Ti";181,15;84,46
"Apto";"Aayla Secura";181,14;83,94
"Apto";"Obi-Wan Kenobi";180,79;83,93
"Apto";"Mace Windu";180,72;83,86
"Apto";"Obi-Wan Kenobi";180,78;83,87
"Apto";"Mace Windu";180,89;83,22
"Apto";"Shaak Ti";180,85;83,57
"Apto";"Mace Windu";180,04;83,3
"Apto";"Shaak Ti";180,92;83,92
"Apto";"Obi-Wan Kenobi";180,57;83,74
"Apto";"Shaak Ti";180,39;83,6
"Defeituoso";"Yoda";180,31;83,34
"Apto";"Mace Windu";180,26;84,15
"Apto";"Obi-Wan Kenobi";180,05;84,07
"Defeituoso";"Yoda";180,49;83,37
"Apto";"Aayla Secura";180,23;83,67
"Apto";"Shaak Ti";180,77;83,26
"Apto";"Aayla Secura";180,41;84,2
"Apto";"Yoda";180,4;84,13
"Apto";"Yoda";180,93;83,72
"Defeituoso";"Shaak Ti";180,51;83,18
"Apto";"Shaak Ti";181;83,76
"Apto";"Yoda";180,66;83,96
"Apto";"Yoda";181,05;84,34
"Defeituoso";"Yoda";180,43;83,06
"Apto";"Yoda";180,75;84,04
"Apto";"Shaak Ti";180,64;84,01
"Apto";"Obi-Wan Kenobi";180,07;83,66
"Apto";"Shaak Ti";180,16;83,14
"Apto";"Obi-Wan Kenobi";180,47;83,42
"Defeituoso";"Shaak Ti";180,44;83,01
"Apto";"Obi-Wan Kenobi";180,47;83,46
"Apto";"Yoda";180,56;83,56
"Apto";"Obi-Wan Kenobi";180,59;83,39
"Apto";"Yoda";180,59;84,46
"Apto";"Aayla Secura";180,84;83,69
"Defeituoso";"Yoda";180,41;83,36
"Defeituoso";"Yoda";180,34;83,3
"Apto";"Yoda";180,76;83,31
"Apto";"Aayla Secura";180,23;83,41
"Apto";"Aayla Secura";180,6;83,16
"Apto";"Aayla Secura";180,86;83,2
"Apto";"Shaak Ti";180,27;84,49
"Apto";"Shaak Ti";180,49;83,91
"Apto";"Shaak Ti";180,93;83,66
"Apto";"Shaak Ti";180,98;83,62
"Apto";"Obi-Wan Kenobi";180,16;83,32
"Apto";"Obi-Wan Kenobi";180,2;83,48
"Apto";"Aayla Secura";180,93;84,31
"Apto";"Mace Windu";180,05;83,12
"Apto";"Obi-Wan Kenobi";180,96;83,32
"Apto";"Obi-Wan Kenobi";180,6;83,64
"Apto";"Aayla Secura";180,24;83,68
"Apto";"Mace Windu";180,52;84,4
"Apto";"Mace Windu";180,74;83,46
"Apto";"Aayla Secura";180,07;83,62
"Apto";"Yoda";180,93;84,09
"Apto";"Mace Windu";180,47;84,22
"Defeituoso";"Yoda";180,48;83,25
"Apto";"Shaak Ti";180,55;84,03
"Apto";"Mace Windu";180,74;83,8
"Apto";"Yoda";180,55;83,47
"Apto";"Aayla Secura";180,65;83,27
"Apto";"Shaak Ti";181,01;83,74
"Apto";"Mace Windu";180,82;83,86
"Defeituoso";"Yoda";180,52;83,4
"Apto";"Obi-Wan Kenobi";180,96;83,36
"Apto";"Obi-Wan Kenobi";180,41;84,29
"Apto";"Yoda";180,93;84,31
"Apto";"Yoda";180,59;83,5
"Apto";"Yoda";180,17;83,97
"Apto";"Mace Windu";180,94;83,83
"Apto";"Mace Windu";180,13;83,74
"Apto";"Shaak Ti";180,85;83,37
"Apto";"Shaak Ti";180,04;84,41
"Apto";"Aayla Secura";180,42;83,49
"Apto";"Aayla Secura";180,72;83,05
"Apto";"Obi-Wan Kenobi";180,57;83,33
"Defeituoso";"Yoda";180,45;83,11
"Apto";"Obi-Wan Kenobi";181;83,66
"Apto";"Mace Windu";180,07;84,02
"Apto";"Mace Windu";180,1;84,19
"Apto";"Yoda";180,92;84,01
"Apto";"Aayla Secura";180,55;84,33
"Apto";"Aayla Secura";180,75;84,36
"Apto";"Yoda";180,18;83,29
"Defeituoso";"Shaak Ti";180,33;83,2
"Apto";"Yoda";180,35;84,21
"Apto";"Aayla Secura";180,19;83,94
"Apto";"Mace Windu";180,12;83,32
"Apto";"Aayla Secura";180,55;84,48
"Apto";"Obi-Wan Kenobi";180,42;84,22
"Apto";"Shaak Ti";180,22;83,49
"Apto";"Aayla Secura";180,31;83,94
"Apto";"Aayla Secura";180,25;83,31
"Apto";"Obi-Wan Kenobi";181,11;83,09
"Apto";"Yoda";180,61;83,19
"Apto";"Shaak Ti";180,99;83,59
"Apto";"Shaak Ti";180,2;84,2
"Apto";"Mace Windu";180,54;83,06
"Apto";"Mace Windu";180,34;84,45
"Defeituoso";"Yoda";180,4;83,3
"Apto";"Yoda";180,26;83,76
"Apto";"Mace Windu";180,89;83,03
"Apto";"Obi-Wan Kenobi";180,46;83,02
"Apto";"Yoda";181,04;84,22
"Apto";"Yoda";181,07;83,68
"Apto";"Shaak Ti";180,02;83,47
"Apto";"Yoda";180,93;84,23
"Apto";"Obi-Wan Kenobi";180,25;83,23
"Apto";"Mace Windu";180,96;83,48
"Apto";"Yoda";181,02;83,22
"Apto";"Aayla Secura";181;83,77
"Apto";"Obi-Wan Kenobi";180,91;83,92
"Apto";"Mace Windu";180,59;83
"Defeituoso";"Shaak Ti";180,49;83,37
"Apto";"Shaak Ti";180,63;83,44
"Apto";"Obi-Wan Kenobi";180,01;83,37
"Apto";"Aayla Secura";181,07;83,33
"Apto";"Yoda";180,19;83,91
"Apto";"Aayla Secura";180,18;83,12
"Apto";"Aayla Secura";180,49;83,01
"Apto";"Aayla Secura";180,28;84,21
"Apto";"Shaak Ti";181,17;83,6
"Apto";"Shaak Ti";180,05;83,16
"Apto";"Aayla Secura";180,83;84,04
"Apto";"Aayla Secura";180,59;84,28
"Apto";"Shaak Ti";180,89;83,22
"Apto";"Aayla Secura";181,19;84,26
"Apto";"Obi-Wan Kenobi";181,02;83,86
"Apto";"Aayla Secura";180,88;84,37
"Apto";"Mace Windu";181,17;84,42
"Apto";"Mace Windu";181,16;84,05
"Apto";"Aayla Secura";180,71;83,79
"Apto";"Mace Windu";180,47;83,95
"Apto";"Mace Windu";181,15;83,65
"Defeituoso";"Yoda";180,32;83,3
"Apto";"Yoda";180,42;84,01
"Apto";"Aayla Secura";180,25;83,82
"Apto";"Aayla Secura";180,14;83,89
"Apto";"Yoda";181,05;83,76
"Apto";"Obi-Wan Kenobi";180,08;84,23
"Defeituoso";"Yoda";180,27;83,03
"Apto";"Aayla Secura";180,08;83,92
"Defeituoso";"Shaak Ti";180,48;83,08
"Apto";"Aayla Secura";180,73;83,07
"Apto";"Mace Windu";180,79;83,59
"Apto";"Obi-Wan Kenobi";181,15;83,72
"Apto";"Shaak Ti";180,22;84,09
"Defeituoso";"Shaak Ti";180,52;83,33
"Apto";"Shaak Ti";180,59;83,81
"Apto";"Yoda";180;83,67
"Apto";"Mace Windu";181,14;83,32
"Apto";"Obi-Wan Kenobi";180,1;83,6
"Apto";"Aayla Secura";180,72;83,84
"Apto";"Shaak Ti";181,11;83,96
"Apto";"Mace Windu";180,21;83,79
"Apto";"Shaak Ti";180,4;84,44
"Apto";"Obi-Wan Kenobi";180,69;83,32
"Apto";"Shaak Ti";180,06;84,36
"Apto";"Yoda";180,82;83,81
"Apto";"Aayla Secura";180,43;84,13
"Apto";"Mace Windu";180,66;83,79
"Apto";"Mace Windu";180,09;83,85
"Apto";"Aayla Secura";180,24;83,58
"Apto";"Mace Windu";180,04;83,75
"Apto";"Shaak Ti";181,09;83,39
"Apto";"Obi-Wan Kenobi";180,12;84,35
"Apto";"Aayla Secura";181,17;84,21
"Apto";"Yoda";180,02;83,52
"Apto";"Aayla Secura";180,38;83,41
"Defeituoso";"Shaak Ti";180,44;83,27
"Apto";"Aayla Secura";180,81;83,87
"Apto";"Mace Windu";180,64;84,36
"Apto";"Yoda";180,08;83,15
"Defeituoso";"Shaak Ti";180,4;83,12
"Apto";"Yoda";180,93;83,17
"Apto";"Obi-Wan Kenobi";181,06;83,5
"Apto";"Mace Windu";181,08;83,19
"Defeituoso";"Yoda";180,47;83,15
"Apto";"Yoda";180,51;84,35
"Apto";"Obi-Wan Kenobi";180,15;84,39
"Apto";"Shaak Ti";180,7;83,59
"Apto";"Shaak Ti";181,03;84,27
"Apto";"Obi-Wan Kenobi";180,54;83,92
"Apto";"Obi-Wan Kenobi";180,26;83,72
"Apto";"Shaak Ti";180,26;83,8
"Apto";"Obi-Wan Kenobi";180,34;84,06
"Apto";"Mace Windu";180,11;83,49
"Defeituoso";"Shaak Ti";180,54;83,05
"Apto";"Mace Windu";180,24;83,27
"Apto";"Obi-Wan Kenobi";180,09;83,31
"Apto";"Aayla Secura";180,59;83,71
"Apto";"Aayla Secura";180,99;84,17
"Apto";"Mace Windu";180,2;84,07
"Apto";"Mace Windu";180,73;83,24
"Apto";"Aayla Secura";180,97;84,5
"Defeituoso";"Shaak Ti";180,36;83,19
"Apto";"Aayla Secura";180,16;83,4
"Apto";"Aayla Secura";180,14;84,37
"Apto";"Yoda";180,04;83,07
"Apto";"Aayla Secura";180,52;83,45
"Apto";"Yoda";181,16;84,4
"Apto";"Yoda";180,35;83,94
"Apto";"Mace Windu";180,06;83,46
"Apto";"Obi-Wan Kenobi";180,67;84,29
"Apto";"Shaak Ti";181,09;83,35
"Apto";"Yoda";180,1;84,28
"Defeituoso";"Yoda";180,43;83,26
"Apto";"Mace Windu";180,24;83,96
"Apto";"Aayla Secura";181,13;84,38
"Apto";"Shaak Ti";180,27;83,75
"Apto";"Yoda";180,99;83,41
"Defeituoso";"Shaak Ti";180,55;83,22
"Defeituoso";"Yoda";180,31;83
"Apto";"Yoda";180,96;83,49
"Defeituoso";"Shaak Ti";180,42;83,38
"Apto";"Aayla Secura";180,73;83,67
"Apto";"Shaak Ti";180,22;83,42
"Apto";"Shaak Ti";180,08;83,19
"Apto";"Mace Windu";181,04;83,74
"Apto";"Shaak Ti";180,42;84,46
"Apto";"Mace Windu";181,13;83,16
"Apto";"Shaak Ti";180,91;84,24
"Apto";"Aayla Secura";180,77;83,61
"Apto";"Obi-Wan Kenobi";180,08;84,3
"Apto";"Aayla Secura";180,12;83,28
"Apto";"Aayla Secura";180,27;83,37
"Defeituoso";"Yoda";180,35;83,36
"Apto";"Aayla Secura";180,33;83,72
"Apto";"Yoda";180,55;84
"Apto";"Aayla Secura";180,21;84,45
"Apto";"Yoda";180,42;84,16
"Apto";"Obi-Wan Kenobi";180,2;83,79
"Apto";"Obi-Wan Kenobi";180,21;84,3
"Apto";"Yoda";181,12;83,62
"Apto";"Obi-Wan Kenobi";180,9;83,79
"Apto";"Obi-Wan Kenobi";180,07;83,1
"Apto";"Mace Windu";180,81;84,4
"Apto";"Yoda";181,2;83,52
"Apto";"Yoda";180,77;83,01
"Defeituoso";"Yoda";180,26;83,1
"Apto";"Obi-Wan Kenobi";180,87;83,45
"Apto";"Shaak Ti";180,21;83,41
"Apto";"Shaak Ti";180,13;83,5
"Apto";"Obi-Wan Kenobi";180,57;84,23
"Apto";"Aayla Secura";180,24;84,36
"Apto";"Mace Windu";180,31;83,86
"Apto";"Obi-Wan Kenobi";180,08;83,35
"Apto";"Aayla Secura";180,35;84,41
"Apto";"Mace Windu";180,5;84,25
"Apto";"Obi-Wan Kenobi";180,82;83,94
"Apto";"Shaak Ti";180,11;83,14
"Defeituoso";"Shaak Ti";180,5;83,23
"Apto";"Obi-Wan Kenobi";181,14;83,3
"Apto";"Obi-Wan Kenobi";180,13;84,41
"Apto";"Obi-Wan Kenobi";180,32;84,22
"Apto";"Shaak Ti";180,88;83,68
"Apto";"Obi-Wan Kenobi";180,04;84,13
"Defeituoso";"Yoda";180,32;83,36
"Apto";"Obi-Wan Kenobi";181,15;84,1
"Apto";"Yoda";180,96;83,15
"Apto";"Yoda";180,86;83,94
"Defeituoso";"Yoda";180,5;83,35
"Apto";"Mace Windu";180,91;83,64
"Defeituoso";"Shaak Ti";180,4;83,1
"Apto";"Aayla Secura";181,15;83,49
"Apto";"Yoda";180,5;84,35
"Apto";"Shaak Ti";180,65;83,16
"Apto";"Obi-Wan Kenobi";180,68;83,53
"Apto";"Shaak Ti";181,14;83,07
"Apto";"Aayla Secura";180,13;84,34
"Apto";"Shaak Ti";180,09;83,8
"Apto";"Obi-Wan Kenobi";180,67;84,46
"Apto";"Mace Windu";180,73;84,25
"Apto";"Yoda";180,42;83,83
"Apto";"Aayla Secura";180,38;84,02
"Defeituoso";"Shaak Ti";180,33;83,28
"Defeituoso";"Yoda";180,5;83,08
"Apto";"Shaak Ti";180,87;83,3
"Apto";"Mace Windu";180,87;84,43
"Apto";"Shaak Ti";180,03;84,25
"Apto";"Aayla Secura";180,2;83,63
"Apto";"Mace Windu";180,63;83,47
"Apto";"Shaak Ti";180,82;83,17
"Apto";"Yoda";181,16;83,01
"Apto";"Obi-Wan Kenobi";180,31;83,82
"Apto";"Obi-Wan Kenobi";181,14;83,45
"Apto";"Aayla Secura";180,01;83,09
"Apto";"Mace Windu";181,13;84,17
"Apto";"Obi-Wan Kenobi";180,22;84,05
"Apto";"Aayla Secura";180,93;83,34
"Apto";"Obi-Wan Kenobi";180,8;83,55
"Apto";"Aayla Secura";180,97;83,15
"Apto";"Aayla Secura";181,06;83,62
"Apto";"Yoda";180,61;83,66
"Apto";"Aayla Secura";181,04;83,26
"Defeituoso";"Shaak Ti";180,34;83,23
"Apto";"Mace Windu";180,34;83,79
"Defeituoso";"Yoda";180,31;83,19
"Apto";"Yoda";180,99;84,14
"Apto";"Yoda";180,7;83,56
"Apto";"Aayla Secura";180,59;83,72
"Apto";"Aayla Secura";181,2;84,06
"Apto";"Obi-Wan Kenobi";180,35;84,16
"Apto";"Obi-Wan Kenobi";180,55;83,71
"Apto";"Yoda";181,06;83,72
"Apto";"Yoda";180,68;84,43
"Apto";"Mace Windu";180,18;84,5
"Apto";"Aayla Secura";181;83,67
"Apto";"Shaak Ti";180,15;83,17
"Apto";"Mace Windu";180,19;83,87
"Apto";"Shaak Ti";180,69;84,2
"Apto";"Obi-Wan Kenobi";180,98;83,93
"Apto";"Shaak Ti";180,87;83,64
"Apto";"Aayla Secura";181,01;84,4
"Apto";"Aayla Secura";180,43;84,43
"Apto";"Aayla Secura";180,49;84,25
"Apto";"Shaak Ti";181,06;83,45
"Apto";"Yoda";180,03;83,15
"Apto";"Shaak Ti";180,15;84,4
"Apto";"Aayla Secura";180,37;84,06
"Defeituoso";"Shaak Ti";180,52;83,07
"Apto";"Mace Windu";180,44;83,95
"Defeituoso";"Yoda";180,54;83,05
"Apto";"Aayla Secura";180,73;84,39
"Apto";"Aayla Secura";180,53;84,3
"Apto";"Mace Windu";180,37;84,27
"Apto";"Aayla Secura";180,85;84,2
"Apto";"Mace Windu";180,24;84,26
"Apto";"Aayla Secura";180,93;83,65
"Apto";"Aayla Secura";181,12;83,61
"Apto";"Mace Windu";181,12;83,46
"Apto";"Obi-Wan Kenobi";180,16;84,39
"Apto";"Mace Windu";181,16;83,89
"Defeituoso";"Yoda";180,25;83,25
"Defeituoso";"Yoda";180,5;83,02
"Apto";"Shaak Ti";180,54;84,16
"Apto";"Yoda";180,94;84,32
"Apto";"Mace Windu";180,92;84,03
"Apto";"Mace Windu";180,21;83,02
"Apto";"Yoda";181,08;83,18
"Apto";"Mace Windu";180,94;83,32
"Defeituoso";"Shaak Ti";180,29;83,25
"Apto";"Aayla Secura";180,82;84,33
"Apto";"Yoda";180,83;83,42
"Apto";"Yoda";180,89;83,5
"Apto";"Yoda";181,08;83,88
"Apto";"Aayla Secura";180,26;83,77
"Apto";"Aayla Secura";180,46;83,45
"Apto";"Obi-Wan Kenobi";181,16;83,78
"Apto";"Mace Windu";180,91;84,45
"Apto";"Obi-Wan Kenobi";180,31;83,5
"Apto";"Aayla Secura";180,03;84,47
"Apto";"Shaak Ti";180,91;83,82
"Apto";"Mace Windu";180,89;84,21
"Apto";"Aayla Secura";180,57;84,48
"Apto";"Mace Windu";180,89;83,79
"Apto";"Obi-Wan Kenobi";180,51;83,62
"Apto";"Mace Windu";181,03;84,08
"Apto";"Mace Windu";180,92;83,11
"Apto";"Yoda";180,3;83,68
"Apto";"Yoda";180,48;83,47
"Apto";"Obi-Wan Kenobi";180,56;83,36
"Apto";"Mace Windu";180,76;83,6
"Apto";"Shaak Ti";181,03;84,45
"Apto";"Aayla Secura";181,14;83,02
"Apto";"Yoda";180,1;83,04
"Defeituoso";"Shaak Ti";180,46;83
"Apto";"Shaak Ti";181,1;83,71
"Apto";"Aayla Secura";180,41;84,09
"Apto";"Yoda";180,18;83,96
"Apto";"Mace Windu";180,36;83,62
"Apto";"Mace Windu";180,51;84,3
"Apto";"Shaak Ti";181,07;83,74
"Apto";"Mace Windu";180,43;84,48
"Apto";"Mace Windu";180,22;83,52
"Apto";"Mace Windu";180,11;83,31
"Apto";"Yoda";180,97;84,21
"Apto";"Obi-Wan Kenobi";180,34;84,08
"Apto";"Aayla Secura";180,08;83,92
"Apto";"Shaak Ti";180,97;83,68
"Apto";"Mace Windu";180,54;83,84
"Defeituoso";"Shaak Ti";180,36;83
"Apto";"Mace Windu";180,68;83,21
"Apto";"Aayla Secura";180,98;83,16
"Apto";"Aayla Secura";180,23;83,57
"Apto";"Mace Windu";180,65;83,78
"Apto";"Mace Windu";181,09;84,09
"Apto";"Aayla Secura";180,05;83,35
"Apto";"Shaak Ti";180,08;84,16
"Apto";"Obi-Wan Kenobi";180,66;83,67
"Apto";"Aayla Secura";180,18;83,96
"Apto";"Aayla Secura";181,04;83,56
"Apto";"Shaak Ti";181,15;83,33
"Apto";"Obi-Wan Kenobi";180,48;83,68
"Apto";"Mace Windu";180,08;83,68
"Apto";"Obi-Wan Kenobi";181,04;83,06
"Apto";"Yoda";180,85;84,4
"Apto";"Shaak Ti";181,2;84,36
"Defeituoso";"Yoda";180,45;83,31
"Apto";"Mace Windu";181;83,21
"Apto";"Yoda";181,14;84,49
"Apto";"Shaak Ti";180,31;83,94
"Apto";"Obi-Wan Kenobi";180,38;83,15
"Apto";"Mace Windu";180,78;83,94
"Apto";"Aayla Secura";180,77;84,43
"Apto";"Mace Windu";180,33;83,35
"Apto";"Aayla Secura";180,1;83,93
"Apto";"Yoda";180,98;83,59
"Apto";"Aayla Secura";181,18;83,96
"Apto";"Mace Windu";180,68;83,76
"Apto";"Shaak Ti";180,93;84,4
"Apto";"Mace Windu";180,8;83,67
"Apto";"Obi-Wan Kenobi";180,37;84,37
"Apto";"Mace Windu";180,13;83,08
"Apto";"Aayla Secura";180,14;83,83
"Apto";"Yoda";180,46;84,4
"Apto";"Obi-Wan Kenobi";180,12;84,14
"Apto";"Aayla Secura";180,99;83,18
"Defeituoso";"Shaak Ti";180,37;83,39
"Apto";"Obi-Wan Kenobi";181,12;83,64
"Apto";"Obi-Wan Kenobi";180,29;83,91
"Apto";"Aayla Secura";180,82;84,01
"Apto";"Obi-Wan Kenobi";180,43;83,34
"Apto";"Shaak Ti";180,31;83,46
"Defeituoso";"Shaak Ti";180,43;83,29
"Apto";"Yoda";180,92;83,19
"Apto";"Mace Windu";180,53;83,28
